"name","latitude","longitude","management","country","notes","reef_type","reef_zone","exposure"
"Luanda",NA,NA,"Reserve","Mozambique",NA,NA,NA,NA
"Quissanga",NA,NA,"Reserve","Mozambique",NA,NA,NA,NA
"Memba_Mecuta_4",NA,NA,"Reserve","Mozambique",NA,NA,NA,NA
"Memba_Nauguema",NA,NA,"Managed Access","Mozambique",NA,NA,NA,NA
"Memba_Mecuta_1",NA,NA,"Reserve","Mozambique",NA,NA,NA,NA
